Level of Care,FACILITY NAME,FACILITY TELEPHONE,TOWN,COUNTY,OWNERSHIP TYPE,MEDICARE CERTIFIED,MEDICAID CERTIFIED,Total Licensed Beds,Licensed CCNH Beds,Licensed CCNH Beds Occupied,Licensed RHNS Beds,Licensed RHNS Beds Occupied,CCNH Room Rate: PRIVATE (1 BED),CCNH Room Rate: SEMI-PRIVATE (2 BEDS),CCNH Room Rate: 3 - 4 BEDS,RHNS Room Rate: PRIVATE (1 BED),RHNS Room Rate: SEMI-PRIVATE (2 BEDS),RHNS Room Rate: 3 - 4 BEDS,Total number of patients,<18,18 - 24,25 - 34,35 - 44,45 - 54,55 - 64,65 - 74,75 - 84,85 - 94,95 and older,Unknown age,Male,Female,Unknown gender,Married,Never married,Widowed,Separated,Divorced,Unknown marital status,White,African American,Hispanic or Latino Origin,American Indian or Alaskan Native,Asian or Pacific Islander,Other or Unknown,Medicaid fee-for-service -- CT,Medicaid fee-for-service -- Out of state,Medicaid managed care -- Out of state,Medicaid pending -- CT,Medicaid pending -- Out of state,Medicare fee-for-service (traditional),Medicare managed care,Veterans administration,CCRC -- Life Care,Long-term care insurance --  CT Partnership for Long-Term Care,Long-Term care insurance -- Not CT Partnership,Private insurance (not long-term care),Private pay (no insurance),Unknown Payment Source,Reporting Year,Location 1
CCNH,Fresh River Healthcare,(860) 623-9846,East Windsor,HARTFORD,For Profit,1,1,166,166,129,0,0,435,408,,,,,129,0,1,3,5,18,38,30,20,13,1,0,65,64,0,13,70,19,1,26,0,98,22,9,0,0,0,110,0,0,7,0,3,1,0,0,0,0,1,1,6,2014,"96 Prospect Hill Road
East Windsor, CT
(41.925372, -72.606229)"
CCNH,Countryside Manor of Bristol,(860) 583-8483,Bristol,HARTFORD,For Profit,1,1,90,90,83,0,0,437,416,,,,,83,0,0,0,0,4,3,15,16,36,9,0,19,64,0,24,10,39,0,10,0,82,0,0,0,0,1,64,0,0,0,0,9,3,0,0,0,0,0,7,0,2014,"1660 Stafford Avenue
Bristol, CT
(41.721245, -72.91463)"
CCNH,Meriden Center,(203) 238-2645,Meriden,NEW_HAVEN,For Profit,1,1,130,130,115,0,0,445,425,,,,,115,0,0,1,3,2,10,21,24,45,9,0,47,68,0,16,28,52,0,19,0,91,6,14,1,3,0,86,0,0,4,0,8,7,0,0,0,0,10,0,0,2014,"845 Paddock Avenue
Meriden, CT
(41.50704, -72.777492)"
CCNH,Beechwood Rehabilitation & Nursing Center,(860) 442-4363,New London,NEW_LONDON,For Profit,1,1,60,60,58,0,0,356,324,,,,,58,0,0,0,0,0,7,6,10,26,9,0,17,41,0,13,7,31,1,6,0,46,5,6,0,1,0,28,0,0,1,0,16,4,0,0,0,0,FACILITY NAME,7,1,2015,"31 Vauxhall Street
New London, CT
(41.360937, -72.104192)"
CCNH,Hancock Hall,(203) 794-9466,Danbury,FAIRFIELD,For Profit,1,1,96,96,90,0,0,490,460,,,,,90,0,0,0,0,0,1,3,12,53,21,0,16,74,0,7,9,73,0,1,0,88,0,2,0,0,0,64,0,0,1,0,9,1,0,0,3,0,FACILITY NAME,11,0,2015,"31 Staples Street
Danbury, CT
(41.39683, -73.47369)"
CCNH,Harrington Court,(860) 537-2339,Colchester,NEW_LONDON,For Profit,1,1,130,130,122,0,0,405,381,,,,,122,0,0,0,0,4,8,17,26,51,16,0,32,90,0,35,9,61,0,15,2,120,2,0,0,0,0,57,0,0,3,0,25,11,0,1,0,0,0,12,13,2014,"59 Harrington Court Drive
Colchester, CT
(41.577494, -72.331786)"
CCNH,Wolcott View Manor,(203) 879-8066,Wolcott,NEW_HAVEN,For Profit,1,1,129,129,108,0,0,346,316,,,,,108,0,0,0,0,4,8,18,31,39,8,0,43,65,0,26,18,51,2,11,0,100,4,2,0,1,1,79,0,0,0,0,9,9,0,0,0,0,Level of Care,11,0,2015,"50 Beach Road
Wolcott, CT
(41.6065, -72.993176)"
CCNH,Gladview Health Care Center,(860) 388-6696,Old Saybrook,MIDDLESEX,For Profit,1,1,132,132,120,0,0,381,361,,,,,120,0,0,0,1,2,13,18,30,42,14,0,42,78,0,15,25,57,0,23,0,118,0,1,0,1,0,75,0,0,5,0,11,2,9,0,0,0,1,12,5,2014,"60 Boston Post Road
Old Saybrook, CT
(41.312548, -72.36333)"
CCNH,Avon Health Center,(860) 673-2521,Avon,HARTFORD,For Profit,1,1,120,120,113,0,0,425,407,376,,,,113,0,0,0,0,1,3,8,27,59,15,0,22,91,0,18,11,73,1,10,0,111,1,0,0,0,1,71,0,0,5,0,8,5,0,0,0,0,0,24,0,2014,"652 West Avon Road
Avon, CT
(41.773126, -72.861357)"
CCNH,The Willows,(203) 387-0076,Woodbridge,NEW_HAVEN,For Profit,1,1,90,90,84,0,0,528,470,,,,,84,0,0,0,0,2,2,9,24,41,6,0,24,60,0,17,8,50,0,9,0,72,12,0,0,0,0,42,0,0,0,0,31,2,0,0,0,0,4,2,3,2014,"225 Amity Road
Woodbridge, CT
(41.341982, -72.98334)"
CCNH/RHNS,Meadowbrook of Granby,(860) 653-9888,Granby,HARTFORD,For Profit,1,1,90,80,76,10,10,493,478,,465,451,,86,0,0,0,0,0,4,6,22,44,10,0,28,58,0,18,3,59,1,5,0,84,2,0,0,0,0,51,0,0,7,0,12,3,0,0,0,0,Level of Care,13,0,2015,"350 Salmon Brook Street
Granby, CT
(41.964068, -72.790811)"
CCNH,Meadow Ridge,(203) 544-1000,Redding,FAIRFIELD,For Profit,1,0,62,62,51,0,0,565,458,,,,,51,0,0,0,0,0,0,1,9,33,8,0,17,34,0,18,0,33,0,0,0,50,0,0,0,1,0,0,0,0,0,0,11,0,0,35,0,0,0,5,0,2014,"100 Redding Road
Redding, CT
(41.263538, -73.425508)"
CCNH,Kindred Transitional Care and Rehabilitation - Windsor,(860) 688-7211,Windsor,HARTFORD,For Profit,1,1,108,108,86,0,0,456,424,,,,,86,0,0,0,1,6,18,13,18,20,10,0,32,54,0,16,5,55,0,10,0,54,25,4,0,1,2,64,0,0,3,0,8,4,0,0,0,0,FACILITY NAME,6,0,2015,"581 Poquonock Avenue
Windsor, CT
(41.869383, -72.658762)"
CCNH,Evergreen Woods Health Center,(203) 483-3205,North Branford,NEW_HAVEN,For Profit,1,0,50,50,49,0,0,425,365,,,,,49,0,0,0,0,0,0,1,4,36,8,0,5,44,0,8,0,39,0,2,0,49,0,0,0,0,0,0,0,0,0,0,7,2,0,33,0,0,Level of Care,7,0,2015,"88 Notch Hill Road
North Branford, CT
(41.317133, -72.751127)"
CCNH,"Leeway, Inc.",(203) 865-0068,New Haven,NEW_HAVEN,Non-profit,1,1,30,30,27,0,0,450,,,,,,27,0,0,1,1,11,10,3,1,0,0,0,20,7,0,2,16,2,0,7,0,8,16,3,0,0,0,24,0,0,0,0,2,1,0,0,0,0,0,0,0,2014,"40 Albert Street
New Haven, CT
(41.326544, -72.896339)"
CCNH,"Paradigm Healthcare Center Prospect, LLC",(203) 707-5900,Prospect,NEW_HAVEN,For Profit,1,1,120,120,108,0,0,,344,344,,,,108,0,0,0,0,4,14,8,33,36,13,0,23,85,0,14,15,66,0,13,0,102,3,3,0,0,0,92,0,0,4,0,7,1,0,0,1,0,Level of Care,3,0,2015,"25 Royal Crest Drive
Prospect, CT
(41.513777, -72.972329)"
CCNH,Ludlowe Center for Health and Rehabilitation,(203) 372-4501,Fairfield,FAIRFIELD,For Profit,1,1,144,144,137,0,0,485,460,,,,,137,0,0,0,0,2,8,24,36,53,14,0,41,96,0,25,25,73,0,14,0,98,29,9,0,1,0,92,0,0,7,0,16,8,0,0,0,0,3,8,3,2014,"118 Jefferson Street
Fairfield, CT
(41.224033, -73.243388)"
CCNH,Southington Care Center,(860) 378-1223,Southington,HARTFORD,Non-profit,1,1,130,130,127,0,0,499,465,,,,,127,0,0,0,0,2,2,14,23,65,21,0,29,98,0,26,10,75,0,16,0,126,0,1,0,0,0,64,0,0,4,0,23,11,0,0,0,2,FACILITY TELEPHONE,21,0,2015,"45 Meriden Avenue
Southington, CT
(41.596041, -72.876475)"
CCNH,Meridian Manor Corporation,(203) 757-1228,Waterbury,NEW_HAVEN,For Profit,1,1,94,94,73,0,0,233,197,184,,,,73,0,0,0,1,5,10,19,13,20,5,0,23,50,0,10,25,26,1,11,0,59,6,6,0,2,0,57,0,0,4,0,4,0,0,0,0,1,0,7,0,2014,"1132 Meriden Road
Waterbury, CT
(41.552615, -72.981806)"
CCNH,"Holy Spirit Health Care Center, Inc.",(860) 928-0891,Putnam,WINDHAM,Non-profit,1,1,22,22,22,0,0,,,,,,,22,0,0,0,0,0,0,0,5,12,5,0,0,22,0,0,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,2014,"72 Church Street
Putnam, CT
(41.91734, -71.913108)"
CCNH,Andrew House Health Care,(860) 225-8608,New Britain,HARTFORD,For Profit,1,1,90,90,89,0,0,440,400,,,,,89,0,0,0,0,5,6,18,21,32,7,0,34,55,0,11,11,33,0,12,22,68,10,11,0,0,0,65,0,0,5,0,7,5,0,0,0,0,Level of Care,4,3,2015,"66 Clinic Drive
New Britain, CT
(41.648365, -72.786309)"
CCNH,Edgehill Health Center,(203) 323-2323,Stamford,FAIRFIELD,For Profit,1,0,60,60,39,0,0,595,550,,,,,39,0,0,0,0,0,1,4,14,16,4,0,13,26,0,14,1,24,0,0,0,39,0,0,0,0,0,0,0,0,0,0,17,3,0,12,0,0,Level of Care,6,1,2015,"122 Palmers Hill Road
Stamford, CT
(41.059385, -73.565582)"
CCNH,Apple Rehab Cromwell,(860) 635-1010,Cromwell,MIDDLESEX,For Profit,1,1,85,85,66,0,0,456,410,,,,,66,0,0,1,0,0,1,4,15,34,11,0,10,56,0,5,8,49,0,4,0,63,1,0,0,2,0,42,0,0,1,0,10,8,0,0,0,0,Level of Care,5,0,2015,"156 Berlin Road
Cromwell, CT
(41.607364, -72.712874)"
CCNH,"Wolcott Hall Nursing Center, Inc.",(860) 482-8554,Torrington,LITCHFIELD,For Profit,1,1,87,87,54,0,0,443,422,402,,,,54,0,0,0,0,0,2,11,14,19,8,0,14,40,0,6,8,35,0,5,0,54,0,0,0,0,0,46,0,0,1,0,3,0,0,0,0,0,1,2,1,2014,"215 Forest Street
Torrington, CT
(41.80896, -73.128148)"
CCNH,Geer Nursing and Rehabilitation Center,(860) 824-5137,Canaan,LITCHFIELD,Non-profit,1,1,120,120,110,0,0,484.5,413.1,,,,,110,0,0,0,0,1,6,15,27,48,13,0,33,77,0,33,12,51,0,14,0,107,0,2,1,0,0,68,0,0,4,15,0,0,0,0,0,0,0,23,0,2014,"99 South Canaan Road
Canaan, CT
(42.016443, -73.332463)"
CCNH,"Westview Nursing Care & Rehabilitation Center, Inc.",(860) 774-8574,Dayville,WINDHAM,For Profit,1,1,103,103,101,0,0,338,328,,,,,101,0,0,0,0,2,1,4,27,55,12,0,28,73,0,30,7,63,0,1,0,100,0,1,0,0,0,44,0,0,1,0,21,5,0,0,0,0,TOWN,27,0,2015,"150 Ware Road
Dayville, CT
(41.880241, -71.872446)"
CCNH,Hancock Hall,(203) 794-9466,Danbury,FAIRFIELD,For Profit,1,1,96,96,88,0,0,475,445,,,,,88,0,0,0,0,0,1,1,15,49,22,0,12,76,0,9,5,71,0,3,0,87,1,0,0,0,0,62,0,0,3,0,6,1,0,0,1,1,1,13,0,2014,"31 Staples Street
Danbury, CT
(41.39683, -73.47369)"
CCNH,"Orchard Grove Specialty Care Center, LLC",(860) 848-8466,Uncasville,NEW_LONDON,For Profit,1,1,130,130,120,0,0,432,410,,,,,120,0,0,0,0,1,13,24,31,34,17,0,28,92,0,22,20,63,1,14,0,111,5,3,0,1,0,92,0,0,2,0,13,3,0,0,0,0,0,8,2,2014,"5 Richard Brown Drive
Uncasville, CT
(41.492734, -72.112292)"
CCNH,"The Springs at Watermark, East Hill",(203) 262-6868,Southbury,NEW_HAVEN,For Profit,1,0,35,35,23,0,0,475,425,,,,,23,0,0,0,0,0,0,0,4,13,6,0,7,16,0,14,2,5,0,2,0,23,0,0,0,0,0,0,0,0,0,0,7,2,0,10,2,0,Level of Care,0,2,2015,"611 East Hill Road
Southbury, CT
(41.485081, -73.240923)"
CCNH,Curtis Home St. Elizabeth Center,(203) 237-4338,Meriden,NEW_HAVEN,Non-profit,1,1,60,60,51,0,0,350,325,,,,,51,0,0,0,0,2,3,5,16,20,5,0,15,36,0,8,8,26,0,9,0,43,4,4,0,0,0,46,0,0,0,0,1,0,4,0,0,0,Level of Care,0,0,2015,"380 Crown Street
Meriden, CT
(41.528927, -72.805168)"
CCNH,Lutheran Home of Southbury,(203) 264-9135,Southbury,NEW_HAVEN,Non-profit,1,1,120,120,109,0,0,430,400,370,,,,109,0,0,0,0,0,2,7,20,61,19,0,20,89,0,15,9,77,0,8,0,107,1,1,0,0,0,93,0,0,3,0,4,1,0,0,0,0,0,8,0,2014,"990 Main Street North
Southbury, CT
(41.504267, -73.210903)"
CCNH,Bickford Health Care Center,(860) 623-4351,Windsor Locks,HARTFORD,Non-profit,1,1,48,48,46,0,0,356,336,,,,,46,0,0,0,0,0,0,1,5,22,18,0,9,37,0,4,2,40,0,0,0,44,1,0,0,0,1,26,0,0,0,0,4,2,0,0,0,0,Level of Care,10,4,2015,"14 Main Street
Windsor Locks, CT
(41.926759, -72.627281)"
CCNH,Amberwoods of Farmington,(860) 677-1671,Farmington,HARTFORD,For Profit,1,1,130,130,97,0,0,423.55,395,,,,,97,0,0,0,1,1,13,24,31,24,3,0,44,53,0,28,20,28,0,21,0,81,8,7,0,1,0,67,0,0,3,0,4,2,15,0,0,0,TOWN,3,0,2015,"416 Colt Highway
Farmington, CT
(41.715487, -72.801355)"
CCNH,Newington Rapid Recovery Rehab Center,(860) 667-2256,Newington,HARTFORD,Non-profit,1,1,180,180,158,0,0,475,430,,,,158,158,0,0,0,0,2,15,23,48,59,11,0,50,108,0,29,35,66,1,27,0,126,16,15,0,1,0,122,0,0,7,0,9,5,0,0,0,0,Level of Care,7,8,2015,"240 Church Street
Newington, CT
(41.665919, -72.739363)"
CCNH,Rose Garden Health & Rehabilitation Center,(203) 754-4181,Waterbury,NEW_HAVEN,For Profit,1,1,82,82,64,0,0,305,295,275,,,,64,0,1,3,0,6,24,12,14,4,0,0,33,31,0,5,13,29,0,17,0,38,16,10,0,0,0,56,0,0,0,0,5,0,0,0,0,0,Level of Care,0,3,2015,"3584 East Main Street
Waterbury, CT
(41.542761, -72.968341)"
CCNH,Ingraham Manor,(860) 584-3400,Bristol,HARTFORD,Non-profit,1,1,128,128,118,0,0,433,419,415,,,,118,0,0,0,0,3,7,14,30,51,13,0,36,82,0,19,21,66,0,12,0,112,4,2,0,0,0,82,0,0,3,0,13,10,0,0,0,0,Level of Care,9,1,2015,"400 North Main Street
Bristol, CT
(41.679214, -72.947179)"
CCNH,Parkway Pavilion Health and Rehabilitation Center,(860) 745-1641,Enfield,HARTFORD,Non-profit,1,1,130,130,118,0,0,,431,414,,,,118,0,0,2,0,3,20,18,32,32,11,0,42,76,0,33,12,64,0,9,0,87,12,4,0,0,15,78,0,0,1,0,15,6,0,0,0,0,Level of Care,9,9,2015,"1157 Enfield Street
Enfield, CT
(41.986548, -72.593173)"
CCNH,Village Crest Center for Health and Rehabilitation,(860) 354-9365,New Milford,LITCHFIELD,For Profit,1,1,95,95,76,0,0,408,378,343,,,,76,0,0,0,0,4,5,15,20,25,7,0,18,58,0,25,10,30,6,5,0,70,3,3,0,0,0,54,0,0,5,0,9,2,0,0,0,0,Level of Care,6,0,2015,"19 Poplar Street
New Milford, CT
(41.58294, -73.408736)"
CCNH,Bradley Home Infirmary/Pavilion,(203) 235-5716,Meriden,NEW_HAVEN,Non-profit,1,1,30,30,25,0,0,344.5,344.5,,,,,25,0,0,0,0,0,0,0,3,17,5,0,3,22,0,1,2,17,0,5,0,25,0,0,0,0,0,20,0,0,2,0,0,0,0,0,0,0,0,3,0,2014,"320 Colony Street
Meriden, CT
(41.545855, -72.795768)"
CCNH,Amberwoods of Farmington,(860) 677-1671,Farmington,HARTFORD,For Profit,1,1,130,130,113,0,0,423.55,395,,,,,113,0,0,2,1,6,13,28,30,31,2,0,54,59,0,33,23,34,0,23,0,93,10,9,0,0,1,59,0,0,16,0,9,5,15,0,0,0,1,6,2,2014,"416 Colt Highway
Farmington, CT
(41.715487, -72.801355)"
CCNH,Touchpoints at Bloomfield,(860) 243-9591,Bloomfield,HARTFORD,For Profit,1,1,150,150,144,0,0,445,423,,,,,144,0,0,0,2,28,48,32,18,14,2,0,67,77,0,20,66,28,0,30,0,82,52,9,0,0,1,122,0,0,6,0,9,2,0,0,0,0,1,2,2,2014,"140 Park Avenue
Bloomfield, CT
(41.822928, -72.70347)"
CCNH,"Aurora Senior Living of Norwalk, LLC",(203) 847-9686,Norwalk,FAIRFIELD,For Profit,1,1,150,150,140,0,0,445,425,390,,,,140,0,0,0,1,1,8,19,28,58,25,0,47,93,0,24,26,61,9,20,0,99,37,4,0,0,0,108,0,0,4,0,20,1,0,0,0,0,0,4,3,2014,"34 Midrocks Road
Norwalk, CT
(41.142284, -73.415247)"
CCNH,Filosa for Nursing and Rehabilitation,(203) 744-3366,Danbury,FAIRFIELD,For Profit,1,1,64,64,60,0,0,490,460,,,,,60,0,0,0,0,0,0,3,16,32,9,0,11,49,0,15,3,35,0,7,0,60,0,0,0,0,0,40,0,0,0,0,3,0,0,0,1,3,Level of Care,13,0,2015,"13 Hakim Street
Danbury, CT
(41.395381, -73.473514)"
CCNH,Mansfield Center for Nursing & Rehabilitation,(860) 487-2300,Storrs,TOLLAND,Non-profit,1,1,98,98,93,0,0,415,395,,,,,93,0,0,0,0,1,5,6,25,46,10,0,68,25,0,28,4,51,0,10,0,90,1,1,0,1,0,49,0,0,2,0,18,3,0,0,1,4,FACILITY TELEPHONE,14,0,2015,"100 Warren Circle
Storrs, CT
(41.791873, -72.253191)"
CCNH,Mystic Healthcare and Rehabilitation Center,(860) 536-6070,Mystic,NEW_LONDON,For Profit,1,1,100,100,83,0,0,402,358,,,,,83,0,0,0,0,1,4,6,24,37,11,0,19,64,0,11,13,51,4,4,0,75,3,0,0,4,1,46,0,0,4,0,15,1,0,0,0,2,FACILITY TELEPHONE,11,2,2015,"475 High Street
Mystic, CT
(41.364481, -71.974024)"
CCNH/RHNS,Apple Rehab Shelton Lakes,(203) 924-2635,Shelton,FAIRFIELD,For Profit,1,1,109,106,85,3,3,443,403,,206,179,,88,0,0,0,1,2,5,5,20,42,13,0,24,64,0,15,13,49,2,9,0,80,3,3,0,1,1,67,0,0,2,0,6,2,0,0,0,0,Level of Care,11,0,2015,"5 Lake Road
Shelton, CT
(41.313798, -73.115045)"
CCNH,"Mary Wade Home, Inc.",(203) 562-7222,New Haven,NEW_HAVEN,Non-profit,1,1,94,94,86,0,0,480,437,,,,,86,0,0,0,0,0,3,12,17,43,11,0,17,69,0,11,16,44,0,13,2,73,11,1,0,0,1,54,0,0,0,0,11,2,0,0,0,2,Level of Care,15,2,2015,"118 Clinton Avenue
New Haven, CT
(41.312613, -72.891247)"
CCNH,Watertown Convalarium,(860) 274-6748,Watertown,LITCHFIELD,For Profit,1,1,46,46,42,0,0,380,350,,,,,42,0,0,0,0,0,0,1,10,24,7,0,6,36,0,5,3,29,0,5,0,42,0,0,0,0,0,31,0,0,0,0,5,0,0,0,1,0,0,5,0,2014,"560 Woodbury Road
Watertown, CT
(41.60198, -73.138175)"
CCNH/RHNS,"Miller Memorial Community, Inc.",(203) 237-8815,Meriden,NEW_HAVEN,Non-profit,1,1,93,85,72,8,0,449,395,,0,335,,72,0,0,0,0,0,0,7,20,28,17,0,16,56,0,12,13,37,0,10,0,68,0,4,0,0,0,58,0,0,3,0,6,1,0,0,0,0,0,4,0,2014,"360 Broad Street
Meriden, CT
(41.530301, -72.795306)"
CCNH,"Twin Maples Home, Inc.",(860) 349-1041,Durham,MIDDLESEX,For Profit,1,1,44,44,42,0,0,0,300,,,,,42,0,0,0,0,3,6,7,10,14,2,0,7,35,0,2,11,17,0,12,0,40,2,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,Level of Care,8,0,2015,"809 R New Haven Road, P.O. Box 423
Durham, CT
(41.436917, -72.721324)"
CCNH,Watertown Convalarium,(860) 274-6748,Watertown,LITCHFIELD,For Profit,1,1,46,46,41,0,0,380,350,,,,,41,0,0,0,0,0,0,1,7,26,7,0,9,32,0,9,2,27,0,3,0,41,0,0,0,0,0,32,0,0,0,0,3,0,0,0,0,0,Level of Care,6,0,2015,"560 Woodbury Road
Watertown, CT
(41.60198, -73.138175)"
CCNH,Bridgeport Health Care Center,(203) 384-6400,Bridgeport,FAIRFIELD,For Profit,1,1,300,300,195,0,0,305,295,275,,,,195,0,0,1,4,11,33,52,56,31,7,0,95,100,0,25,52,56,0,62,0,89,58,47,0,1,0,165,0,0,6,0,8,5,0,0,0,0,Level of Care,7,4,2015,"600 Bond Street
Bridgeport, CT
(41.200342, -73.167238)"
CCNH/RHNS,Crestfield Rehabilitation Center and Fenwood Manor,(860) 643-5151,Manchester,HARTFORD,For Profit,1,1,155,95,89,60,29,475,350,,380,320,,118,0,0,1,2,1,7,25,27,44,11,0,35,83,0,31,27,47,1,12,0,113,3,2,0,0,0,65,0,0,14,0,17,9,0,0,0,0,0,13,0,2014,"565 Vernon Street
Manchester, CT
(41.803114, -72.490893)"
CCNH,Kindred Transitional Care and Rehabilitation - Windsor,(860) 688-7211,Windsor,HARTFORD,For Profit,1,1,108,108,81,0,0,441,410,,,,,81,0,0,0,1,3,16,7,21,24,9,0,27,54,0,8,11,58,0,4,0,53,27,1,0,0,0,62,0,0,3,0,8,0,0,0,0,0,1,5,2,2014,"581 Poquonock Avenue
Windsor, CT
(41.869383, -72.658762)"
CCNH,Fairview,(860) 445-7478,Groton,NEW_LONDON,Non-profit,1,1,120,120,115,0,0,382,340.35,,,,,115,0,0,0,0,0,4,7,17,69,18,0,23,92,0,8,2,101,0,4,0,111,2,1,0,1,0,72,0,0,0,0,10,0,0,0,0,0,1,32,0,2014,"235 Lestertown Road
Groton, CT
(41.372079, -72.083114)"
CCNH,Cherry Brook Health Care Center,(860) 693-7777,Collinsville,HARTFORD,Non-profit,1,1,100,100,99,0,0,456,444,,,,,99,0,0,0,0,5,4,8,27,40,15,0,28,71,0,21,11,55,0,12,0,97,1,1,0,0,0,66,0,0,6,0,13,3,0,0,0,0,0,11,0,2014,"102 Dyer Avenue
Collinsville, CT
(41.83146, -72.919346)"
CCNH,Ellis Manor,(860) 296-9166,Hartford,HARTFORD,For Profit,1,1,105,105,93,0,0,405,375,,,,,93,0,0,0,1,1,4,29,18,31,9,0,33,60,0,15,26,36,1,15,0,53,12,25,0,0,3,74,0,0,1,0,11,3,0,0,0,0,0,4,0,2014,"210 George Street
Hartford, CT
(41.731564, -72.678455)"
CCNH/RHNS,Chestelm Health and Rehabilitation Center,(860) 873-1455,Moodus,MIDDLESEX,For Profit,1,1,76,13,13,63,61,350,325,,250,225,210,74,0,0,1,0,0,1,8,19,37,8,0,17,57,0,17,7,43,0,7,0,71,0,1,0,2,0,38,0,0,2,0,5,2,0,0,0,0,0,23,4,2014,"534 Town Street, P.O. Box 719
Moodus, CT
(41.485329, -72.446738)"
CCNH,Woodlake at Tolland,(860) 872-2999,Tolland,TOLLAND,Non-profit,1,1,130,130,127,0,0,460,424,,,,,127,0,0,0,1,0,6,8,29,59,24,0,31,96,0,30,12,75,0,10,0,124,2,0,0,1,0,72,0,0,3,0,22,9,0,0,2,0,COUNTY,14,1,2015,"26 Shenipsit Lake Road
Tolland, CT
(41.871819, -72.414392)"
CCNH,Village Green of Wallingford Rehabilitation and Health Center,(203) 265-6771,Wallingford,NEW_HAVEN,For Profit,1,1,180,180,130,0,0,414,391,,,,,130,0,1,0,2,3,22,33,26,37,6,0,46,84,0,26,36,46,1,21,0,116,11,2,0,1,0,91,3,0,5,0,13,10,0,0,0,0,0,8,0,2014,"55 Kondracki Lane
Wallingford, CT
(41.435956, -72.811757)"
CCNH,Avalon Health Care Center at StoneRidge,(860) 572-5623,Mystic,NEW_LONDON,For Profit,1,0,40,40,35,0,0,440,405,,,,,35,0,0,0,0,1,1,2,5,26,0,0,11,24,0,14,4,17,0,0,0,35,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,20,0,2014,"186 Jerry Browne Road
Mystic, CT
(41.375086, -71.94953)"
CCNH,Geer Nursing and Rehabilitation Center,(860) 824-5137,Canaan,LITCHFIELD,Non-profit,1,1,120,120,111,0,0,494.19,421.36,,,,,111,0,0,0,0,0,4,15,31,52,9,0,31,80,0,26,10,59,0,16,0,110,0,1,0,0,0,67,0,0,4,0,13,1,0,0,0,0,Level of Care,26,0,2015,"99 South Canaan Road
Canaan, CT
(42.016443, -73.332463)"
CCNH/RHNS,Apple Rehab West Haven,(203) 932-6411,West Haven,NEW_HAVEN,For Profit,1,1,90,89,82,1,1,430,399,,430,399,,83,0,0,0,0,0,9,11,18,36,9,0,21,62,0,12,16,46,1,8,0,70,9,4,0,0,0,58,0,0,1,0,13,6,0,0,0,0,0,4,1,2014,"308 Savin Avenue
West Haven, CT
(41.260554, -72.950838)"
CCNH,"Marlborough Health Center, Inc.",(860) 295-9531,Marlborough,HARTFORD,For Profit,1,1,120,120,101,0,0,430,405,380,,,,101,0,0,0,1,4,11,12,26,41,6,0,39,62,0,40,18,31,3,9,0,97,1,2,0,1,0,56,0,0,14,0,16,2,0,0,0,0,0,7,6,2014,"85 Stage Harbor Road
Marlborough, CT
(41.653076, -72.476909)"
CCNH,Crossings East Health and Rehabilitation Center,(860) 447-1416,New London,NEW_LONDON,Non-profit,1,1,128,128,104,0,0,436,425,399,,,,104,0,0,0,1,4,20,38,25,15,1,0,43,61,0,14,38,25,1,26,0,83,11,6,0,1,3,83,0,0,5,0,9,0,0,0,0,0,FACILITY TELEPHONE,2,3,2015,"78 Viets Street Extension
New London, CT
(41.339311, -72.110866)"
CCNH,"Colonial Health and Rehab Center of Plainfield, LLC",(860) 564-4081,Plainfield,WINDHAM,For Profit,1,1,90,90,87,0,0,350,325,,,,,87,0,0,0,1,1,5,14,24,32,10,0,16,71,0,13,8,52,0,14,0,86,1,0,0,0,0,61,0,0,2,0,16,0,0,0,0,0,Level of Care,8,0,2015,"16 Windsor Avenue
Plainfield, CT
(41.681773, -71.918016)"
CCNH,The Guilford House,(203) 488-9142,Guilford,NEW_HAVEN,For Profit,1,1,75,75,62,0,0,420,395,,,,,62,0,0,0,0,0,4,6,11,29,12,0,26,36,0,20,5,35,0,2,0,62,0,0,0,0,0,22,0,0,0,0,22,9,0,0,0,0,0,9,0,2014,"109 West Lake Avenue
Guilford, CT
(41.311381, -72.725078)"
CCNH,Advanced Nursing and Rehabilitation Center of New Haven,(203) 789-1650,New Haven,NEW_HAVEN,For Profit,1,1,226,226,151,0,0,355,320,,,,,151,0,0,0,0,9,31,37,33,35,6,0,58,93,0,10,67,43,0,31,0,66,65,19,0,1,0,142,0,0,0,0,5,0,0,0,0,0,Level of Care,1,3,2015,"169 Davenport Avenue
New Haven, CT
(41.302291, -72.939089)"
CCNH/RHNS,St. Joseph's Residence,(860) 741-0791,Enfield,HARTFORD,Non-profit,1,1,83,25,25,58,56,300,,,140,,,81,0,0,0,0,0,0,4,22,40,15,0,16,65,0,12,12,56,0,1,0,80,0,1,0,0,0,67,0,0,0,0,0,0,0,0,0,0,Level of Care,13,1,2015,"1365 Enfield Street
Enfield, CT
(41.972236, -72.59246)"
